lac, lon, lat, adr
4704,29.969756,60.072367,Россия_Санкт-Петербург_Сестрорецк_Курортный_Федотовская дорожка_ западнее дома 11_ литера А
7816,30.25692368,59.871498005,Россия_Санкт-Петербург_ __пр. Стачек_ д.67 корп.5
7835,30.5529672566,59.7541872766,Россия_Санкт-Петербург_Колпино__пр. Ленина_ д.101
4734,29.969756,60.072367,Россия_Санкт-Петербург_Сестрорецк_Курортный_Федотовская дорожка_ западнее дома 11_ литера А
4706,28.4891388888889,60.8059583333333,Россия_Ленинградская область_Лужайка_Выборгский_ 
4736,28.4891388888889,60.8059583333333,Россия_Ленинградская область_Лужайка_Выборгский_ 
7804,30.297048,59.962499,Россия_Санкт-Петербург_Санкт-Петербург_Петроградский_Гатчинская ул._ д. 26
7811,30.297048,59.962499,Россия_Санкт-Петербург_Санкт-Петербург_Петроградский_Гатчинская ул._ д. 26
4701,30.199727,59.789157,Россия_Санкт-Петербург_Горелово_Красносельский_Волхонское  шоссе_ 7_ Резерваная котельная
4704,30.2265833333333,60.3803888888889,Россия_Ленинградская область_Стеклянный_Всеволожский_ 
4734,30.2265833333333,60.3803888888889,Россия_Ленинградская область_Стеклянный_Всеволожский_ 
4707,29.095575,59.8805972222222,Россия_Ленинградская область_Сосновый Бор_Ломоносовский_Копорское шоссе 24
7816,30.317194,60.667556,Россия_Ленинградская область_Портовое_Приозерский_
4706,30.317194,60.667556,Россия_Ленинградская область_Портовое_Приозерский_
4736,30.317194,60.667556,Россия_Ленинградская область_Портовое_Приозерский_
7832,30.3888055555556,59.9035277777778,Россия_Санкт-Петербург_Санкт-Петербург_Невский_ул. Седова_ 5
7806,30.3888055555556,59.9035277777778,Россия_Санкт-Петербург_Санкт-Петербург_Невский_ул. Седова_ 5
4751,28.72635,60.7276361111111,Россия_Ленинградская область_Выборг_Выборгский_ул. Парковая_ д.2_ парк Монрепо
4706,28.72635,60.7276361111111,Россия_Ленинградская область_Выборг_Выборгский_ул. Парковая_ д.2_ парк Монрепо
7802,30.32898,59.92646,Россия_Санкт-Петербург_Санкт-Петербург_Центральный_наб. реки Фонтанки_ д. 71
4702,29.1331944444444,59.3258333333333,Россия_Ленинградская область_Курск_Волосовский_ 
7816,30.203332901001,59.8561096191406,Россия_Санкт-Петербург_ _Красносельский_Ленинский пр. д.88
4784,30.8018222222222,59.6493027777778,Россия_Ленинградская область_Ульяновка_Тосненский_Володарский пр._ Восточная окраина_ башня ООО "Линк Девелопмент"
4702,31.0668333333333,59.7557222222222,Россия_Ленинградская область_Мга_Кировский_Водонапорная башня
4708,31.0668333333333,59.7557222222222,Россия_Ленинградская область_Мга_Кировский_Водонапорная башня
7828,30.4122264266,59.98772208,Россия_Санкт-Петербург_ __пр. Мечникова_ д. 27
7814,30.2765111111111,59.8525,Россия_Санкт-Петербург_Санкт-Петербург_Кировский_Ленинский пр._ 136  корп. 1
7821,30.0292222222222,60.21925,Россия_Ленинградская область_ _Всеволожский_р-н оз. Пасторское
7805,30.4422222222222,59.8736111111111,Россия_Санкт-Петербург_Санкт-Петербург_Невский_Ивановская ул. д 16
4704,30.0292222222222,60.21925,Россия_Ленинградская область_ _Всеволожский_р-н оз. Пасторское
7804,30.3335777777778,59.9271388888889,Россия_Санкт-Петербург_Санкт-Петербург_Центральный_наб. реки Фонтанки_ д. 78
4708,33.2918888888889,59.8995833333333,Россия_Ленинградская область_Пяхта_Тихвинский_ 
7809,30.2765111111111,59.8525,Россия_Санкт-Петербург_Санкт-Петербург_Кировский_Ленинский пр._ 136  корп. 1
4701,30.1877472222222,59.78485,Россия_Санкт-Петербург_Горелово_Ломоносовский_Волхонское шоссе_4
4734,30.0292222222222,60.21925,Россия_Ленинградская область_ _Всеволожский_р-н оз. Пасторское
7836,30.320535,59.805875,Россия_Санкт-Петербург_Санкт-Петербург_Московский_Шереметьевская ул._ 15
4701,30.320535,59.805875,Россия_Санкт-Петербург_Санкт-Петербург_Московский_Шереметьевская ул._ 15
7816,30.320535,59.805875,Россия_Санкт-Петербург_Санкт-Петербург_Московский_Шереметьевская ул._ 15
4708,34.2020638888889,59.5128416666667,Россия_Ленинградская область_Пикалево_Бокситогорский_Спрямленное шоссе (напротив д.12)
4707,30.0550694444444,59.5695111111111,Россия_Ленинградская область_Гатчина_Гатчинский_ул.120 Гатчинской дивизии_  ФГУП ЦНИИ "Прометей"
4734,29.8747222222222,60.1723333333333,Россия_Санкт-Петербург_Репино_Курортный_ул. Привокзальная
7804,30.30525,59.9489083333333,Россия_Санкт-Петербург_Санкт-Петербург_Петроградский_Зоологический пер._ д. 2-4
7811,30.29515,59.97373,Россия_Санкт-Петербург_Санкт-Петербург_Петроградский_Песочная наб._ д. 12_ кв. 61
7823,30.2546694444444,60.0248027777778,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_ул. Шаврова_ 25 кор. 1
7831,30.4313165233,59.9527631766,Россия_Санкт-Петербург_ __ул. Большая Пороховская_ д. 47
7809,29.9919166666667,59.8600277777778,Россия_Санкт-Петербург_Петергоф_Петродворцовый_Гофмейстерская ул д2 строение А
7808,30.2546694444444,60.0248027777778,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_ул. Шаврова_ 25 кор. 1
7816,30.25787766,59.8745910166,Россия_Санкт-Петербург_ __пр. Стачек_ д.59_ к.1
7810,30.2546694444444,60.0248027777778,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_ул. Шаврова_ 25 кор. 1
7802,30.221,59.9466,Россия_Санкт-Петербург_ __ул. Наличная_ д. 36к. 6
7816,30.3533583333333,59.9855361111111,Россия_Санкт-Петербург_Санкт-Петербург_Калининский_Кантемировская ул._ д. 37
7805,30.5376527777778,59.7924611111111,Россия_Санкт-Петербург_Металлострой_Колпинский_моторвагонное депо
7816,30.5408325195313,59.8372230529785,Россия_Ленинградская область_ _Всеволожский_Новосаратовская 145-2
7816,30.2191666666667,59.8480555555556,Россия_Санкт-Петербург_Санкт-Петербург_Кировский_Стачек 111-1
4784,30.6252784729004,59.7844429016113,Россия_Санкт-Петербург_Понтонный_Колпинский_ул. Александра Товпенко_14
7805,30.385486,59.980775,Россия_Санкт-Петербург_Санкт-Петербург_Калининский_Кондратьевский пр._ дом 62_ корп 11
7805,30.3833333333333,59.9676666666667,Россия_Санкт-Петербург_Санкт-Петербург_Калининский_Кондратьевский пр._ 38
4711,30.344378,60.047823,Россия_Санкт-Петербург_Санкт-Петербург_Выборгский_ул. Фомина_ д.8
7809,30.2191666666667,59.8480555555556,Россия_Санкт-Петербург_Санкт-Петербург_Кировский_Стачек 111-1
